"pair","type","Only_Related_cosine","DifferenceScore_cosine","Related_score_cosine","Unrelated_score_cosine","Only_Related_API","DifferenceScore_API","Related_score_API","Unrelated_score_API"
"picnic-camping","related",0.472303552866742,NA,NA,NA,0.75,NA,NA,NA
"positive-galaxy","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"down-game","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"daddy-production","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"eternal-forever","related",0.685654351357626,NA,NA,NA,0.9,NA,NA,NA
"horn-whistle","related",0.318200370569123,NA,NA,NA,0.771,NA,NA,NA
"first-last","related",0.579457655205049,NA,NA,NA,0.206,NA,NA,NA
"victim-attacker","related",0.478411688378633,NA,NA,NA,0.8545,NA,NA,NA
"apple-fruit","related",0.528145009133852,NA,NA,NA,0.9,NA,NA,NA
"paper-danger","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"see-epidemic","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"wait-expect","related",0.434123485328871,NA,NA,NA,0.525,NA,NA,NA
"dictionary-phrase","related",0.510794111502892,NA,NA,NA,0.5145,NA,NA,NA
"nap-sabotage","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"wine-champagne","related",0.518087072946302,NA,NA,NA,0.9,NA,NA,NA
"security-simple","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"romeo-content","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"brain-cerebral","related",0.524044423481264,NA,NA,NA,0.825,NA,NA,NA
"complaint-accusation","related",0.576401550495341,NA,NA,NA,0.768,NA,NA,NA
"internet-challenge","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"gunpowder-fugitive","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"arrival-gorilla","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"hit-strike","related",0.523685099450728,NA,NA,NA,0.8125,NA,NA,NA
"hot-procedure","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"decent-device","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"actually-secure","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"federal-state","related",0.392445095256107,NA,NA,NA,0.8,NA,NA,NA
"jungle-injury","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"shirt-jacket","related",0.599721942548545,NA,NA,NA,0.838,NA,NA,NA
"espionage-sabotage","related",0.420667070037587,NA,NA,NA,0.701,NA,NA,NA
"platform-station","related",0.484095175236689,NA,NA,NA,0.775,NA,NA,NA
"text-stupidity","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"sergeant-lieutenant","related",0.590351314114978,NA,NA,NA,0.8375,NA,NA,NA
"ash-greet","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"swear-oath","related",0.490988020595145,NA,NA,NA,0.825,NA,NA,NA
"dictionary-sick","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"squirrel-raccoon","related",0.570734028133145,NA,NA,NA,0.6395,NA,NA,NA
"witty-funny","related",0.662730696381765,NA,NA,NA,0.85,NA,NA,NA
"club-classic","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"satisfied-timer","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"lightning-provide","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"research-study","related",0.533461005527051,NA,NA,NA,0.8785,NA,NA,NA
"naval-fleet","related",0.418261458068382,NA,NA,NA,0.8375,NA,NA,NA
"college-suitcase","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"league-salad","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"floor-greek","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"matter-negative","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"hot-cold","related",0.554381806992686,NA,NA,NA,0.8445,NA,NA,NA
"lord-lady","related",0.434764035852233,NA,NA,NA,0.825,NA,NA,NA
"irony-constantly","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"punish-arrest","related",0.456711631510928,NA,NA,NA,0.6235,NA,NA,NA
"firmly-strongly","related",0.654182596605163,NA,NA,NA,0.1625,NA,NA,NA
"arena-battlefield","related",0.413186613269426,NA,NA,NA,0.666,NA,NA,NA
"civil-military","related",0.450713166443491,NA,NA,NA,0.741,NA,NA,NA
"waiter-passion","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"county-necklace","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"bear-depression","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"mental-bar","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"bravo-alpha","related",0.247357079343054,NA,NA,NA,0.175,NA,NA,NA
"name-title","related",0.671686354885282,NA,NA,NA,0.627,NA,NA,NA
"society-chair","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"lemonade-soda","related",0.49875726405833,NA,NA,NA,0.811,NA,NA,NA
"alert-wash","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"shield-armor","related",0.599530187486023,NA,NA,NA,0.8825,NA,NA,NA
"smile-laugh","related",0.587953728344535,NA,NA,NA,0.825,NA,NA,NA
"obstacle-uniform","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"drop-teacher","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"forget-syringe","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"library-museum","related",0.410177074079263,NA,NA,NA,0.6645,NA,NA,NA
"potential-arm","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"drive-ride","related",0.631824564905198,NA,NA,NA,0.7125,NA,NA,NA
"million-duck","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"league-team","related",0.462592650634833,NA,NA,NA,0.8,NA,NA,NA
"whiskey-jump","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cavalry-accent","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"champion-four","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"teenage-teenager","related",0.888320595564476,NA,NA,NA,0.925,NA,NA,NA
"coach-player","related",0.455195428024368,NA,NA,NA,0.825,NA,NA,NA
"special-unique","related",0.583626471583109,NA,NA,NA,0.806,NA,NA,NA
"status-filthy","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"beast-nose","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"say-guitar","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"court-judge","related",0.477842119568377,NA,NA,NA,0.825,NA,NA,NA
"turn-rotate","related",0.748107930307351,NA,NA,NA,0.85,NA,NA,NA
"ketchup-party","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"kilo-intimate","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"examine-investigate","related",0.656036658692971,NA,NA,NA,0.9,NA,NA,NA
"evidence-door","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"lesbian-location","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cash-money","related",0.622288812020137,NA,NA,NA,1,NA,NA,NA
"evolution-cousin","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"fragment-piece","related",0.439680564720958,NA,NA,NA,0.8,NA,NA,NA
"bridge-intentionally","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"look-likely","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"shooter-duty","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"natural-group","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"patience-compassion","related",0.539014695369155,NA,NA,NA,0.694,NA,NA,NA
"tattoo-scar","related",0.383729863404428,NA,NA,NA,0.654,NA,NA,NA
"kidnap-abduct","related",0.718429650084482,NA,NA,NA,1,NA,NA,NA
"offer-accident","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"burst-explode","related",0.763709813472385,NA,NA,NA,0.847,NA,NA,NA
"taste-smell","related",0.662938666683168,NA,NA,NA,0.8335,NA,NA,NA
"brown-rope","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"offer-give","related",0.644947978659014,NA,NA,NA,0.8625,NA,NA,NA
"contract-ask","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"opening-statue","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"envelope-hammer","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"tower-accept","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"enable-exaggerate","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cow-pig","related",0.413985441470759,NA,NA,NA,0.825,NA,NA,NA
"here-there","related",0.708607878134362,NA,NA,NA,0.075,NA,NA,NA
"protest-survive","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"talk-speak","related",0.62852323775754,NA,NA,NA,0.9,NA,NA,NA
"table-chair","related",0.544049550581432,NA,NA,NA,0.861,NA,NA,NA
"flu-election","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"delicate-architect","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"sofa-bed","related",0.463571689589879,NA,NA,NA,0.825,NA,NA,NA
"single-married","related",0.510942967235513,NA,NA,NA,0.8,NA,NA,NA
"slowly-state","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"flatter-impress","related",0.44297681058844,NA,NA,NA,0.4165,NA,NA,NA
"current-electricity","related",0.333990701472538,NA,NA,NA,0.817,NA,NA,NA
"jurisdiction-authority","related",0.492574797935886,NA,NA,NA,0.8005,NA,NA,NA
"corner-maintenance","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"shot-quickly","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"kidnap-mistake","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"kilometer-honor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"briefcase-suitcase","related",0.630000401255165,NA,NA,NA,0.825,NA,NA,NA
"scary-inform","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"heavy-vaccine","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"butterfly-political","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"technology-cruel","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"kidney-bye","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"nobel-tissue","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"finance-invest","related",0.537177605192474,NA,NA,NA,0.732,NA,NA,NA
"clean-erection","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"idea-mirror","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"melt-fence","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"incident-accident","related",0.59037094641581,NA,NA,NA,0.896,NA,NA,NA
"yoga-tunnel","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"spider-dispute","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"concept-definition","related",0.724078203266803,NA,NA,NA,0.8,NA,NA,NA
"proud-heroin","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"drama-thick","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"drink-ling","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"maybe-probably","related",0.78093494869949,NA,NA,NA,0.8245,NA,NA,NA
"hello-car","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"pacific-atlantic","related",0.581993404742988,NA,NA,NA,0.7945,NA,NA,NA
"bowl-plate","related",0.407824062731988,NA,NA,NA,0.8115,NA,NA,NA
"stamp-clinic","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"myth-legend","related",0.389885510634987,NA,NA,NA,0.825,NA,NA,NA
"play-game","related",0.620152822404509,NA,NA,NA,0.875,NA,NA,NA
"charm-sun","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"soup-entrance","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"name-functional","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"deadly-religion","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"palace-castle","related",0.482380968423659,NA,NA,NA,0.77,NA,NA,NA
"shooter-sniper","related",0.605509394410692,NA,NA,NA,0.8505,NA,NA,NA
"eye-reply","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"melt-freeze","related",0.42046342643365,NA,NA,NA,0.7925,NA,NA,NA
"ritual-mum","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"catholic-suggest","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"picture-hydrogen","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"noise-chef","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"monument-bathroom","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"admire-appreciate","related",0.658271110830806,NA,NA,NA,0.8,NA,NA,NA
"weight-height","related",0.528219340294223,NA,NA,NA,0.527,NA,NA,NA
"trigger-activate","related",0.597675444390186,NA,NA,NA,0.2125,NA,NA,NA
"submarine-doctor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"section-paragraph","related",0.607277052750381,NA,NA,NA,0.8,NA,NA,NA
"reception-party","related",0.381906803903335,NA,NA,NA,0.7675,NA,NA,NA
"author-actor","related",0.561176436876387,NA,NA,NA,0.5835,NA,NA,NA
"artist-strike","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"technology-science","related",0.572536489656782,NA,NA,NA,0.85,NA,NA,NA
"compassionate-generous","related",0.526623855914166,NA,NA,NA,0.7945,NA,NA,NA
"demand-lion","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"guarantee-headquarters","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"recognize-eventually","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"trigger-option","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"arrange-program","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"nanny-importance","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"nice-lovely","related",0.470498490716869,NA,NA,NA,0.8,NA,NA,NA
"code-password","related",0.434809721454434,NA,NA,NA,0.7945,NA,NA,NA
"pulse-fly","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"hope-faith","related",0.416164662374005,NA,NA,NA,0.8,NA,NA,NA
"cell-prison","related",0.286597789021991,NA,NA,NA,0.777,NA,NA,NA
"soul-complete","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"waste-spend","related",0.431923939166484,NA,NA,NA,0.2395,NA,NA,NA
"probability-likely","related",0.638711464000116,NA,NA,NA,0.625,NA,NA,NA
"insult-offend","related",0.613090806832025,NA,NA,NA,0.75,NA,NA,NA
"officially-ventilation","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"rule-protocol","related",0.589037766569506,NA,NA,NA,0.7605,NA,NA,NA
"personal-thirst","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"road-highway","related",0.540525476266158,NA,NA,NA,0.8875,NA,NA,NA
"chicken-turkey","related",0.488062166635204,NA,NA,NA,0.857,NA,NA,NA
"expert-specialist","related",0.612339933277891,NA,NA,NA,0.9,NA,NA,NA
"enemy-opponent","related",0.597705343045146,NA,NA,NA,0.775,NA,NA,NA
"embassy-harmony","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"impressive-amazing","related",0.610290355030565,NA,NA,NA,0.775,NA,NA,NA
"manager-free","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"combat-attract","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"southern-bride","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"polite-friendly","related",0.484973983668035,NA,NA,NA,0.6505,NA,NA,NA
"apply-cemetery","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"progress-christian","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"protest-demonstration","related",0.539920785236417,NA,NA,NA,0.9,NA,NA,NA
"occur-dad","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"now-know","related",0.435483919202606,NA,NA,NA,0,NA,NA,NA
"escort-accompany","related",0.463694593892098,NA,NA,NA,0.7085,NA,NA,NA
"evil-breakfast","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"combination-heal","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"critical-political","related",0.402010769686707,NA,NA,NA,0.709,NA,NA,NA
"male-dawn","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"dig-football","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"naive-cynical","related",0.318984732474287,NA,NA,NA,0.2325,NA,NA,NA
"control-prosecutor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"crack-psychology","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"taxi-limousine","related",0.530963711701911,NA,NA,NA,0.846,NA,NA,NA
"attractive-grandmother","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"strength-coffee","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"meaning-importance","related",0.449924777776713,NA,NA,NA,0.605,NA,NA,NA
"golden-remain","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"control-manipulate","related",0.520882397341793,NA,NA,NA,0.705,NA,NA,NA
"capsule-realistic","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"poet-writer","related",0.429257470860267,NA,NA,NA,0.8625,NA,NA,NA
"astronaut-pilot","related",0.444031078079208,NA,NA,NA,0.5,NA,NA,NA
"reality-fantasy","related",0.447023594608952,NA,NA,NA,0.5875,NA,NA,NA
"smart-intelligent","related",0.566727669416935,NA,NA,NA,1,NA,NA,NA
"colony-federation","related",0.325783893164759,NA,NA,NA,0.5655,NA,NA,NA
"sin-birthday","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"marathon-snake","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"vein-rarely","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"lord-privacy","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"excellent-great","related",0.55425354328375,NA,NA,NA,0.85,NA,NA,NA
"camp-beer","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"old-battlefield","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"presence-spaghetti","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"uncomfortable-unpleasant","related",0.749585551838403,NA,NA,NA,0.8615,NA,NA,NA
"ambassador-minister","related",0.479289624570959,NA,NA,NA,0.75,NA,NA,NA
"fix-repair","related",0.720647837160917,NA,NA,NA,0.9,NA,NA,NA
"create-hard","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"opinion-corpse","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"feed-eat","related",0.541067740643939,NA,NA,NA,0.8,NA,NA,NA
"orgasm-erection","related",0.470036821474708,NA,NA,NA,0.7945,NA,NA,NA
"class-school","related",0.510392125528353,NA,NA,NA,0.775,NA,NA,NA
"down-up","related",0.522639171422834,NA,NA,NA,0.1,NA,NA,NA
"night-symbol","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"smash-break","related",0.50332364568288,NA,NA,NA,0.8,NA,NA,NA
"nasty-thunder","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"pistol-global","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"capital-city","related",0.450462691596538,NA,NA,NA,0.8,NA,NA,NA
"tuna-lobster","related",0.406989817111576,NA,NA,NA,0.753,NA,NA,NA
"data-information","related",0.581368185488141,NA,NA,NA,0.889,NA,NA,NA
"shoulder-beauty","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"report-inform","related",0.535362641573079,NA,NA,NA,0.2065,NA,NA,NA
"journalism-politics","related",0.467184885716258,NA,NA,NA,0.7905,NA,NA,NA
"little-news","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"diploma-inherit","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"trophy-medal","related",0.530479997785521,NA,NA,NA,0.85,NA,NA,NA
"gain-win","related",0.568288506835691,NA,NA,NA,0.75,NA,NA,NA
"warm-cool","related",0.496226677004463,NA,NA,NA,0.175,NA,NA,NA
"river-lake","related",0.627895733555617,NA,NA,NA,0.786,NA,NA,NA
"landing-flight","related",0.536724967998617,NA,NA,NA,0.784,NA,NA,NA
"valuable-atmosphere","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"advertising-marketing","related",0.607723398521804,NA,NA,NA,0.8875,NA,NA,NA
"worried-height","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"lamp-candle","related",0.545797726207205,NA,NA,NA,0.75,NA,NA,NA
"toilet-connection","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"clan-web","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"proceed-mayonnaise","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"crown-throne","related",0.558116973482479,NA,NA,NA,0.8625,NA,NA,NA
"national-global","related",0.494809133741689,NA,NA,NA,0.671,NA,NA,NA
"record-recording","related",0.664428480179567,NA,NA,NA,0.838,NA,NA,NA
"call-external","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"front-rear","related",0.60793586823864,NA,NA,NA,0.833,NA,NA,NA
"contamination-radiation","related",0.43365562266988,NA,NA,NA,0.752,NA,NA,NA
"tenant-butt","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"war-battle","related",0.640845101418195,NA,NA,NA,0.8635,NA,NA,NA
"workshop-cheek","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"round-tooth","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"attractive-charming","related",0.567904481025062,NA,NA,NA,0.8,NA,NA,NA
"aspirin-orbit","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"passenger-driver","related",0.518635694516529,NA,NA,NA,0.743,NA,NA,NA
"poet-hole","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"throat-captain","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"alert-alarm","related",0.760703790109654,NA,NA,NA,0.8,NA,NA,NA
"forgiveness-pill","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"workshop-garage","related",0.402078139471858,NA,NA,NA,0.67,NA,NA,NA
"fair-reasonable","related",0.669766641517628,NA,NA,NA,0.75,NA,NA,NA
"superman-remarkable","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"inspector-commissioner","related",0.548934258842867,NA,NA,NA,0.677,NA,NA,NA
"suicide-murder","related",0.502001862203727,NA,NA,NA,0.8,NA,NA,NA
"ordinary-usual","related",0.780126947191549,NA,NA,NA,0.8,NA,NA,NA
"princess-prince","related",0.655953484914887,NA,NA,NA,0.9,NA,NA,NA
"cash-destiny","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"mouse-photographer","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"opening-closure","related",0.561076929099726,NA,NA,NA,0.732,NA,NA,NA
"hobby-cerebral","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"sword-knife","related",0.648007818485213,NA,NA,NA,0.825,NA,NA,NA
"recover-heal","related",0.468033353491362,NA,NA,NA,0.8725,NA,NA,NA
"marine-navy","related",0.407275890121307,NA,NA,NA,0.775,NA,NA,NA
"hire-rent","related",0.659363432428862,NA,NA,NA,0.8445,NA,NA,NA
"grain-ironic","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"mouth-nose","related",0.485504179659043,NA,NA,NA,0.775,NA,NA,NA
"consider-light","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"lightning-thunder","related",0.683489186079281,NA,NA,NA,0.88,NA,NA,NA
"contract-agreement","related",0.530497391928344,NA,NA,NA,0.882,NA,NA,NA
"racist-performance","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"push-pull","related",0.698567928117444,NA,NA,NA,0.85,NA,NA,NA
"lie-liar","related",0.567917525941748,NA,NA,NA,0.8875,NA,NA,NA
"health-education","related",0.46423694565096,NA,NA,NA,0.75,NA,NA,NA
"shirt-worry","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"necessary-need","related",0.709553260268649,NA,NA,NA,0.825,NA,NA,NA
"kilo-gram","related",0.390434347310164,NA,NA,NA,0.9,NA,NA,NA
"leave-dress","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"grab-catch","related",0.647743970150027,NA,NA,NA,0.846,NA,NA,NA
"anger-rent","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"boot-assistant","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"show-sailor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"anniversary-birthday","related",0.575197067256203,NA,NA,NA,0.85,NA,NA,NA
"near-far","related",0.587622519526909,NA,NA,NA,0.075,NA,NA,NA
"tasty-delicious","related",0.793774988758561,NA,NA,NA,0.95,NA,NA,NA
"lip-writer","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"equipment-honest","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"factor-junior","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"deadly-fatal","related",0.548301245470481,NA,NA,NA,0.9005,NA,NA,NA
"locked-closed","related",0.645231041814014,NA,NA,NA,0.85,NA,NA,NA
"uncle-dad","related",0.461867879601663,NA,NA,NA,0.75,NA,NA,NA
"grateful-paragraph","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"november-december","related",0.689508422533206,NA,NA,NA,0.9,NA,NA,NA
"window-ant","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"god-business","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"surprise-disappointment","related",0.526575196377732,NA,NA,NA,0.525,NA,NA,NA
"prevent-stop","related",0.585400494680912,NA,NA,NA,0.8,NA,NA,NA
"file-unexpectedly","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"jazz-music","related",0.496946669541785,NA,NA,NA,0.9,NA,NA,NA
"rest-batman","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"mercenary-sand","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"imperial-laugh","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"freedom-democracy","related",0.504727578606693,NA,NA,NA,0.8285,NA,NA,NA
"toast-army","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cup-worthless","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"advice-advise","related",0.814856708059042,NA,NA,NA,0.8,NA,NA,NA
"probability-prepare","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"iron-selfish","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"gang-fantasy","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"factory-production","related",0.601432755797729,NA,NA,NA,0.8305,NA,NA,NA
"cream-evening","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"naive-week","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"planet-orbit","related",0.571700905996329,NA,NA,NA,0.785,NA,NA,NA
"mother-father","related",0.737134441088518,NA,NA,NA,1,NA,NA,NA
"operational-beautiful","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"half-resist","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"balance-harmony","related",0.44496312085738,NA,NA,NA,0.756,NA,NA,NA
"loser-winner","related",0.454736247941119,NA,NA,NA,0.739,NA,NA,NA
"jurisdiction-onion","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"increase-alley","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"check-verify","related",0.715599103514488,NA,NA,NA,0.8115,NA,NA,NA
"zoo-circus","related",0.424832026194443,NA,NA,NA,0.675,NA,NA,NA
"preparation-planning","related",0.59900661889259,NA,NA,NA,0.8135,NA,NA,NA
"concrete-witch","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"dancer-dance","related",0.638613125117286,NA,NA,NA,0.836,NA,NA,NA
"plus-weapon","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"desert-financing","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
